Unnamed: 0,cb privatbank,credit agricole bank,fuib,kredobank,oschadbank,otp bank,pivdennyi bank,raiffeisen bank,sense bank,ukrsibbank,universal bank
01/2019,,,,,,,,,,,
02/2019,0.1955902454957305,-0.0721238602306553,-0.0037454344442627,0.0902070340054017,2.711646707976002,-0.0555906865617682,0.1592270081174458,0.1440609678889113,0.5514621774645321,2.1268891107650845e-05,0.0158890474342676
03/2019,0.2550055394101345,-0.0381862387792226,0.0468627102722922,0.1418256416696055,-1.271309491466462,0.1114345915020089,0.0770105062119621,0.1199275908940233,-0.2403971300623727,0.4311468622224956,-0.1224843062410858
04/2019,-0.0748663406750651,0.1028449203337551,0.1798269298010228,-0.1394408328169157,-2.692518803968715,-0.0162101970350367,0.313220166624889,-0.0806667590420915,0.0512205118186741,-0.2416616938034023,0.2556812501480874
05/2019,0.095633033039328,-0.0065817224086692,-0.0944219671917465,-0.0764829046036648,-0.2087320515723417,0.0603048921961599,0.020964032917935,-0.0962110289720529,0.0175369952033939,0.0860277511563458,-0.0720385671957044
06/2019,-0.0280933100858136,0.0352863486295604,-0.0235784563173445,0.1487008297001604,0.0633108520653469,-0.072551149697809,-0.1866986520562636,-0.0289617199246137,-0.068618572076726,-0.000399008322109,0.2361593692288399
07/2019,-0.0684323482018154,-0.0134147133653608,0.0190822390410954,-0.0302802440089706,-0.0210304988116046,-0.0395340270582263,-0.0311617379588051,0.0426805049582736,0.0089934266522984,-0.0612666365306785,-0.1130219508797572
08/2019,0.0722275134068723,-0.0756650591317209,-0.05433821178449,0.0139014270924033,-0.0276373076627782,-0.0194262615363246,0.1108875630990258,0.1101223209015478,0.1106002721766592,-0.0373395193013833,0.0779304174977857
09/2019,0.1220654945058823,0.0470950042734095,0.055750002467799,0.0285025574651553,0.0657691776159952,-0.0231186239486598,-0.0229350875144164,-0.0622572177180232,-0.0956356397026401,0.0375681581708584,0.0523193324812796
10/2019,-0.0953448684445755,-0.0274212625032492,0.0797165054360375,0.0131552347550114,0.1034251851165224,0.0474225088658779,0.1420737610698421,0.1476274523116918,0.2516560365899458,0.0375380983558795,-0.1346939408759369
11/2019,0.0352062110162012,-0.0045191243107081,0.0056864620130814,0.0376743202919032,0.003705724304426,0.0655842442484808,-0.093769195633067,-0.0717010077649302,-0.0549388797108982,0.0736364520743659,-0.0685610976379199
12/2019,1.1111748872188802,0.0320570713074861,0.4774347896380131,0.2359593857896533,0.1900381285550449,0.3119156129229441,0.659723770117967,0.0630141887050004,0.6453576453643459,0.6635907493962514,0.2445250797701561
01/2020,-0.629951998101383,0.1478099206024772,-0.3594507409548717,-0.3690601803285924,-0.3111269978080455,-0.3795237187018494,-0.46589114487089,-0.2420601613099678,-0.5110368849418937,-0.4019242311463145,-0.0399679346269755
02/2020,0.400852449860593,-0.0835185277032415,-0.0211290995567127,0.1024421544372935,-0.0091810660198392,0.0774175902546745,0.2719150927922189,0.1491692437651315,0.0238283521133466,-0.0447065505266303,-0.0730568020745304
03/2020,0.0609401583951736,0.0090817933332407,-0.0376887206222145,0.1259032259494625,0.1806104248324187,-0.0262871009174094,-0.0435232515107963,0.019681760317924,0.0896907541178488,0.3005931671433821,0.1092938196976396
04/2020,-0.0963690427139235,-0.0715235854359136,-0.0828936070610123,-0.0828320824055056,-0.0850625923314027,-0.0083032646796177,-0.0575125847493553,0.0148162444648449,-0.0911768606613406,-0.2720522883692963,-0.2048768557413316
05/2020,-0.036929332186681,-0.0616791035709813,0.0680496012146172,0.1089672952974336,-0.0144678723668171,0.0545464080648627,0.0149071321172498,-0.2066115912270698,-0.0310921326215275,-0.0458131664020988,-0.0183337498768599
06/2020,-0.0763929780594664,0.0670306363377599,-0.0044522680747094,-0.1061179566198027,0.5764106691555737,-0.1364877380971663,0.0320411787853469,0.0330079771268758,0.0478811544578605,0.0643233067505006,0.0700185244058637
07/2020,0.0452224929599687,-0.0379939995576609,0.0004110737796692,-0.0024831310809728,-0.1770207058325541,0.0088469592528346,0.187508938319419,0.1233393785872158,-0.1230987187934268,-0.1363159310139592,0.0565651913426221
08/2020,0.2433381287783651,-0.0771204422614667,-0.0946386478054804,-0.0368432286043459,-0.1302140811495741,-0.0346092879875288,-0.1971236879367854,-0.1421427576708359,-0.048152258941142,-0.0680206188730799,-0.4646028863261242
09/2020,-0.0886448500976252,0.1085046785338499,0.0554330702058276,-0.011030585904504,0.2300939160569832,-0.0121213965302812,0.1534214900807247,0.0990453263483934,0.1288032907706968,0.0868625804184259,0.6067045090375736
10/2020,0.0549888982469601,-0.0649903655516039,0.0828514614396143,-0.0131784785323645,0.2347850392162824,-0.0071079947570078,-0.1332446324584076,-0.0428603905867152,-0.0663270295604301,-0.0715839965702489,0.0632765303099924
11/2020,-0.0526078175319738,-0.0878853743053926,0.0467097339274411,0.0378236575768518,-0.1454771665583091,0.0590916003495072,0.0387345618476275,0.0742768358543084,0.1792776037773678,0.1213084426523252,-0.0658312325143217
12/2020,1.390220912997867,0.1571338852442478,0.2859203420489671,0.132817023898849,0.5539116204394099,0.2541779003598792,0.1530625049346308,0.1016109108116853,0.0814755279308587,0.2439503388369723,0.242851334574202
01/2021,-0.6601040958130036,-0.1087737752101094,-0.3211798386688348,-0.3157915493664854,-0.5130814315202592,-0.2500327026354011,-0.3395814924617149,-0.2606695829052232,-0.3194356662644096,-0.3036096459042139,-0.3731659442971211
02/2021,0.2077347251115135,-0.0224492587544862,-0.0607367790587213,0.0344452389044158,0.1866428354108158,0.0417683327062108,-0.0354325220781551,0.0901054975255484,0.1206685643237972,-0.0021598085207419,0.0877158610376589
03/2021,0.1281651895822859,0.0056501903709071,0.0669610671905882,0.1748516126137926,-0.0073085201544642,0.0008432351577061,0.0691753661147971,0.0543639485776126,0.0062154928198048,0.4745726810414743,0.0744201008808707
04/2021,0.0411451621241261,0.0266853818291554,0.0227134561988213,-0.0843564502186232,-0.0472225210588521,-0.0035988474590588,-0.0466911571494748,0.0256524244825766,0.0205159299189572,-0.2584717454129526,0.152691523856576
05/2021,-0.0157406710142086,0.0272065610723042,-0.0924695788886517,0.0061955513102138,0.0059522912315428,-0.0419724658529734,0.2148834960384502,-0.0653093196274251,-0.0413389309325579,-0.058696573752824,-0.0019490197123163
06/2021,-0.0353704137847576,0.0086694451809168,0.0648649720779381,0.3104288825114203,0.5052916739920146,-0.00714941142109,-0.2604065894208437,-0.0990073995053525,-0.1251101434119452,0.4326679322052793,0.0206793587628892
07/2021,0.0135556976363067,-0.0414449731718884,-0.0259742261197579,-0.2586756635436235,-0.3352959473692367,0.0850782807566554,-0.061064318552556,0.1759754800601685,0.1511855553990433,-0.2664523407543655,-0.0739439190763243
08/2021,-0.0985612875726533,-0.0136028222272404,-0.1508086035564149,-0.0166494568435251,-0.0718897268005522,-0.0282181837148932,0.2552863739419606,0.001961401675619,-0.0429748043216422,-0.0143358579175406,0.0611127534565367
09/2021,0.121854885264226,0.132974869045457,0.1671638045360188,0.0204489828302296,0.1120321456125721,0.1313358323041762,-0.1032262783701692,-0.0070979014845492,0.3024200337479592,0.0634600101684557,0.1107031412388335
10/2021,0.1047033808725679,-0.146115478020439,0.0169567880355152,0.0043719347230775,0.1147658747875601,-0.0775435484228592,-0.0690476423685909,-0.0044956354444243,-0.1234693494448286,-0.1542303186191914,-0.0780956183527072
11/2021,-0.0046395060843157,0.0534527942665008,-0.0576537082419958,-0.0080805707223367,0.0333186375558269,0.0782378981354172,0.4543365701433142,0.017183077363553,0.0862071993950615,0.0894795873328599,0.033642472104546
12/2021,1.7879402935363395,0.1575151112257324,0.6165039511358543,0.2233220150652064,0.2789510499494607,-0.2451029729014745,-0.0851527918370025,0.2509903572615193,0.5466569374674544,0.9335593981500028,0.391035952487623
01/2022,-0.744502418865278,-0.1820411087372329,-0.3867051778029334,-0.3362143018517148,-0.346862237752386,-0.0249724725320389,-0.2922473479005849,-0.2485446414877026,-0.4504602467316871,-0.4854477330841988,-0.3691714734476654
02/2022,0.3850450750284402,-0.0778468500556524,-0.0570195126826829,0.0419747099401259,0.1463273754745198,0.0074942018914143,0.4354878617940083,0.0182661808296664,0.1280226940396751,-0.0413040957781021,0.111633098463626
03/2022,0.1125941169297923,0.0687677175798737,0.2767133128764889,0.0040901406834772,1.2608161113397434,0.3610597484664348,-0.5829459110670734,0.434172553618247,0.0677630880246935,0.8268234301426605,-0.1672050704324253
04/2022,-0.0429254209103393,-0.1287699671693142,-0.3304364388158516,-0.0921059675538013,-0.5373117814298849,-0.0276800277366124,0.3422852425131601,-0.3761620299768395,-0.2528461010331208,-0.4875545606052386,-0.3924762201705781
05/2022,-0.2510302427968769,-0.024699807113897,-0.0084935694910381,0.0493808581083132,-0.0517584076323488,-0.3734858773993763,0.0706029943063548,-0.0455687234696204,0.2095127931545302,0.0125478006919399,-0.1350113473511623
06/2022,0.4851748244661971,0.1716725697001675,-0.0935515699194188,-0.0130630319717353,0.1458162672100309,0.0257043611094285,0.148954128115011,0.1871670430311507,-0.1121814478723195,0.1241789247647293,0.1627858986187951
07/2022,-0.5462986003258314,-0.1236567859917016,0.1165284118760578,0.2729959647688673,0.3895009406179024,0.0697827923286054,0.0673547718304663,-0.158372545878924,0.011595855071653,-0.1576107415795388,0.213422629914346
08/2022,0.4048637010797007,-0.0878340260390071,-0.1083693753460424,-0.1547394421863811,-0.3343973805092576,0.071281275316501,0.0125456968234458,-0.0624898316556907,0.1304457142934569,-0.1022837716566407,-0.182891998087628
09/2022,0.1417193825273124,0.0784922706094803,0.1429540123534063,-0.1008189435371949,-0.0291280303148034,-0.0087256866163715,0.2557158046363541,0.2568764450552434,0.4621350589341284,0.0882858275011317,1.51754982566541
10/2022,0.0842671332442712,-0.0622376098389669,-0.0620065676079472,-0.0127076811868874,0.2465845930063221,-0.0453921245528607,-0.324190749100828,-0.1505346929744379,-0.1749238842706143,0.0340777858356724,-0.3324265088027252
11/2022,-0.0267979620349757,-0.0688027312866444,-0.0030352117527088,-0.0119470176126023,-0.1885708746632156,0.0045437469858589,0.0702821486775637,-0.0094061760445416,-0.0390752662056522,0.1144886908868199,-0.0018461578665297
12/2022,0.6251556872892201,0.1258270825218608,0.3887975663765497,0.4612548044742195,0.6349684974464054,0.1731857525869899,0.3142848595723329,0.4733345781750722,1.3275741905957856,0.4818587843671209,-0.1904285757890264
01/2023,-0.5908286030846819,-0.0199549090375374,-0.2194968563977105,-0.4093395051259455,-0.5425842776227758,-0.3161818072542733,-0.28042663957612,-0.3700747092699139,-0.6127990599726387,-0.351132982493843,0.1713694916524757
02/2023,0.1807337315012516,-0.068051702513025,-0.0069581506273062,-0.0423379674754276,0.2375579862958283,0.1372101596287545,-0.0256594385718422,0.0501093810860198,0.2408749341765601,-0.0213294208227549,0.1737479338087142
03/2023,0.2350261250226253,0.060011142640129,0.0476556531507641,0.2338348355923929,0.2332386839000084,0.2406674328407831,0.0894957740987389,0.0615977367974587,-0.0271156880792017,0.2218750483057883,-0.038644592807506
04/2023,0.0253189788809051,-0.1085568035776501,0.0396942396101112,-0.0744716022074319,-0.0344945153580578,-0.2518258946328147,-0.0917184705177736,-0.0050592882492465,-0.0456231820603948,-0.1948217508133837,-0.073890052615442
05/2023,-0.1321695912342984,0.001608796129519,-0.0600044245169212,-0.0055688041160828,-0.1695710604634328,0.1004383880714157,0.0104375293061296,0.0943014896542109,0.2239108092857706,-0.1461642860387825,-0.0158902397590652
06/2023,0.3030866341880349,0.0315295656451706,0.0543066905074709,-0.0544002223073439,0.0257825295730675,-0.0238485314604852,0.4595643362211377,-0.0911736895697077,-0.5531680436661631,0.1523886025537832,0.2522917975430208
07/2023,-0.236601869002795,0.0004832558392078,0.060632443546958,0.029095997746646,-0.0385628000570756,0.0867504633132623,-0.3188962733833723,-0.0288466915078532,0.6870385639941989,-0.1014503837875415,-0.2283483006269189
08/2023,0.067861912108132,-0.0495493803762173,-0.0303081540363677,-0.0082569481049377,-0.0409737915740329,0.0074782723063202,-0.1338443379239736,-0.0446968760385038,-0.0704626470943632,-0.1417586232215253,0.0657965050504805
09/2023,0.0611346565664658,0.0406843007914858,-0.0340395757000152,-0.0412602166762885,0.0549925258357213,0.0341324065714998,0.2811126287227168,0.292782368918248,-0.3094620056963841,0.0809981643215305,-1.225234134961255
10/2023,-0.1352746759970872,0.0156025902420997,0.1575277934078678,0.1799461259165218,0.0267548777184885,0.5091340561699302,0.0931491139542319,-0.1057738764049079,0.2537053546368466,0.0579889022735951,-5.257475941352805
11/2023,0.066892825545344,-0.0595159771168953,-0.0012094729860371,-0.0578416928991705,0.0258708471660424,-0.3479492939637125,-0.124907751709164,-0.0141947403106958,0.0331072555369551,0.0882432201732648,-0.0059132213056571
12/2023,0.6134516028411869,0.1733189353653084,0.3442304705152659,0.2610636984885084,0.2474867900868798,0.2219926958084102,2.344412314944331,0.1948376964009794,0.2158840072864025,0.7654991033675334,0.0696258375739373
01/2024,-0.5034791441801754,-0.2705624120589894,-0.3753931321926363,-0.4034043100777807,-0.2428564709151004,-0.321633793745348,-0.7238897494953419,-0.2775555848843798,-0.3939379327386629,-0.4829368346814897,-0.2552979857672479
02/2024,0.0679326258606067,0.0162302533811398,0.0121752297063084,0.1909924046892459,0.1290082454076815,0.1218042332012745,0.1177128804081126,0.1312433287996406,0.1067664239173904,-0.0073509648258924,0.104090933065559
